sample_id	lang	clip_image_emb_path	clip_text_emb_path	clip_caption_emb_path	bert_text_emb_path	bert_caption_emb_path	hard_label_task4	soft_label_task4	gender_annotators	ethnicities_annotators	study_levels_annotators	countries_annotators
210442	en	./data/EXIST2024/embeddings/training/clip_image/210442.npz	./data/EXIST2024/embeddings/training/clip_text/210442.npz	./data/EXIST2024/embeddings/training/clip_caption/210442.npz	./data/EXIST2024/embeddings/training/bert_text/210442.npz	./data/EXIST2024/embeddings/training/bert_caption/210442.npz	1	0.5	[0, 0, 0, 1, 1, 1]	[5, 5, 5, 6, 5, 5]	[4, 0, 4, 0, 0, 0]	[36, 37, 7, 32, 31, 3]
210443	en	./data/EXIST2024/embeddings/training/clip_image/210443.npz	./data/EXIST2024/embeddings/training/clip_text/210443.npz	./data/EXIST2024/embeddings/training/clip_caption/210443.npz	./data/EXIST2024/embeddings/training/bert_text/210443.npz	./data/EXIST2024/embeddings/training/bert_caption/210443.npz	0	0.1666	[0, 0, 0, 1, 1, 1]	[5, 5, 5, 6, 5, 5]	[4, 0, 4, 0, 0, 0]	[36, 37, 7, 32, 31, 3]
210444	en	./data/EXIST2024/embeddings/training/clip_image/210444.npz	./data/EXIST2024/embeddings/training/clip_text/210444.npz	./data/EXIST2024/embeddings/training/clip_caption/210444.npz	./data/EXIST2024/embeddings/training/bert_text/210444.npz	./data/EXIST2024/embeddings/training/bert_caption/210444.npz	0	0.1666	[0, 0, 0, 1, 1, 1]	[5, 5, 5, 6, 5, 5]	[4, 0, 4, 0, 0, 0]	[36, 37, 7, 32, 31, 3]
210445	en	./data/EXIST2024/embeddings/training/clip_image/210445.npz	./data/EXIST2024/embeddings/training/clip_text/210445.npz	./data/EXIST2024/embeddings/training/clip_caption/210445.npz	./data/EXIST2024/embeddings/training/bert_text/210445.npz	./data/EXIST2024/embeddings/training/bert_caption/210445.npz	1	0.8333	[0, 0, 0, 1, 1, 1]	[5, 5, 5, 6, 5, 5]	[4, 0, 4, 0, 0, 0]	[36, 37, 7, 32, 31, 3]
210446	en	./data/EXIST2024/embeddings/training/clip_image/210446.npz	./data/EXIST2024/embeddings/training/clip_text/210446.npz	./data/EXIST2024/embeddings/training/clip_caption/210446.npz	./data/EXIST2024/embeddings/training/bert_text/210446.npz	./data/EXIST2024/embeddings/training/bert_caption/210446.npz	1	1.0	[0, 0, 0, 1, 1, 1]	[5, 5, 5, 6, 5, 5]	[4, 0, 4, 0, 0, 0]	[36, 37, 7, 32, 31, 3]
210447	en	./data/EXIST2024/embeddings/training/clip_image/210447.npz	./data/EXIST2024/embeddings/training/clip_text/210447.npz	./data/EXIST2024/embeddings/training/clip_caption/210447.npz	./data/EXIST2024/embeddings/training/bert_text/210447.npz	./data/EXIST2024/embeddings/training/bert_caption/210447.npz	0	0.1666	[0, 0, 0, 1, 1, 1]	[5, 5, 5, 6, 5, 5]	[4, 0, 4, 0, 0, 0]	[36, 37, 7, 32, 31, 3]
210448	en	./data/EXIST2024/embeddings/training/clip_image/210448.npz	./data/EXIST2024/embeddings/training/clip_text/210448.npz	./data/EXIST2024/embeddings/training/clip_caption/210448.npz	./data/EXIST2024/embeddings/training/bert_text/210448.npz	./data/EXIST2024/embeddings/training/bert_caption/210448.npz	0	0.3333	[0, 0, 0, 1, 1, 1]	[5, 5, 5, 6, 5, 5]	[4, 0, 4, 0, 0, 0]	[36, 37, 7, 32, 31, 3]
210449	en	./data/EXIST2024/embeddings/training/clip_image/210449.npz	./data/EXIST2024/embeddings/training/clip_text/210449.npz	./data/EXIST2024/embeddings/training/clip_caption/210449.npz	./data/EXIST2024/embeddings/training/bert_text/210449.npz	./data/EXIST2024/embeddings/training/bert_caption/210449.npz	1	0.8333	[0, 0, 0, 1, 1, 1]	[5, 5, 5, 6, 5, 5]	[4, 0, 4, 0, 0, 0]	[36, 37, 7, 32, 31, 3]
210450	en	./data/EXIST2024/embeddings/training/clip_image/210450.npz	./data/EXIST2024/embeddings/training/clip_text/210450.npz	./data/EXIST2024/embeddings/training/clip_caption/210450.npz	./data/EXIST2024/embeddings/training/bert_text/210450.npz	./data/EXIST2024/embeddings/training/bert_caption/210450.npz	1	1.0	[0, 0, 0, 1, 1, 1]	[5, 5, 5, 6, 5, 5]	[4, 0, 4, 0, 0, 0]	[36, 37, 7, 32, 31, 3]
210451	en	./data/EXIST2024/embeddings/training/clip_image/210451.npz	./data/EXIST2024/embeddings/training/clip_text/210451.npz	./data/EXIST2024/embeddings/training/clip_caption/210451.npz	./data/EXIST2024/embeddings/training/bert_text/210451.npz	./data/EXIST2024/embeddings/training/bert_caption/210451.npz	0	0.3333	[0, 0, 0, 1, 1, 1]	[5, 5, 5, 6, 5, 5]	[4, 0, 4, 0, 0, 0]	[36, 37, 7, 32, 31, 3]
210452	en	./data/EXIST2024/embeddings/training/clip_image/210452.npz	./data/EXIST2024/embeddings/training/clip_text/210452.npz	./data/EXIST2024/embeddings/training/clip_caption/210452.npz	./data/EXIST2024/embeddings/training/bert_text/210452.npz	./data/EXIST2024/embeddings/training/bert_caption/210452.npz	0	0.3333	[0, 0, 0, 1, 1, 1]	[5, 5, 5, 6, 5, 5]	[4, 0, 4, 0, 0, 0]	[36, 37, 7, 32, 31, 3]
210453	en	./data/EXIST2024/embeddings/training/clip_image/210453.npz	./data/EXIST2024/embeddings/training/clip_text/210453.npz	./data/EXIST2024/embeddings/training/clip_caption/210453.npz	./data/EXIST2024/embeddings/training/bert_text/210453.npz	./data/EXIST2024/embeddings/training/bert_caption/210453.npz	1	0.8333	[0, 0, 0, 1, 1, 1]	[5, 5, 5, 6, 5, 5]	[4, 0, 4, 0, 0, 0]	[36, 37, 7, 32, 31, 3]
210454	en	./data/EXIST2024/embeddings/training/clip_image/210454.npz	./data/EXIST2024/embeddings/training/clip_text/210454.npz	./data/EXIST2024/embeddings/training/clip_caption/210454.npz	./data/EXIST2024/embeddings/training/bert_text/210454.npz	./data/EXIST2024/embeddings/training/bert_caption/210454.npz	1	0.8333	[0, 0, 0, 1, 1, 1]	[5, 5, 5, 6, 5, 5]	[4, 0, 4, 0, 0, 0]	[36, 37, 7, 32, 31, 3]
210455	en	./data/EXIST2024/embeddings/training/clip_image/210455.npz	./data/EXIST2024/embeddings/training/clip_text/210455.npz	./data/EXIST2024/embeddings/training/clip_caption/210455.npz	./data/EXIST2024/embeddings/training/bert_text/210455.npz	./data/EXIST2024/embeddings/training/bert_caption/210455.npz	1	0.6666	[0, 0, 0, 1, 1, 1]	[5, 5, 5, 6, 5, 5]	[4, 0, 4, 0, 0, 0]	[36, 37, 7, 32, 31, 3]
210456	en	./data/EXIST2024/embeddings/training/clip_image/210456.npz	./data/EXIST2024/embeddings/training/clip_text/210456.npz	./data/EXIST2024/embeddings/training/clip_caption/210456.npz	./data/EXIST2024/embeddings/training/bert_text/210456.npz	./data/EXIST2024/embeddings/training/bert_caption/210456.npz	1	0.6666	[0, 0, 0, 1, 1, 1]	[5, 5, 5, 6, 5, 5]	[4, 0, 4, 0, 0, 0]	[36, 37, 7, 32, 31, 3]
210457	en	./data/EXIST2024/embeddings/training/clip_image/210457.npz	./data/EXIST2024/embeddings/training/clip_text/210457.npz	./data/EXIST2024/embeddings/training/clip_caption/210457.npz	./data/EXIST2024/embeddings/training/bert_text/210457.npz	./data/EXIST2024/embeddings/training/bert_caption/210457.npz	1	0.8333	[0, 0, 0, 1, 1, 1]	[5, 5, 5, 6, 5, 5]	[4, 0, 4, 0, 0, 0]	[36, 37, 7, 32, 31, 3]
210458	en	./data/EXIST2024/embeddings/training/clip_image/210458.npz	./data/EXIST2024/embeddings/training/clip_text/210458.npz	./data/EXIST2024/embeddings/training/clip_caption/210458.npz	./data/EXIST2024/embeddings/training/bert_text/210458.npz	./data/EXIST2024/embeddings/training/bert_caption/210458.npz	1	0.8333	[0, 0, 0, 1, 1, 1]	[5, 5, 5, 6, 5, 5]	[4, 0, 4, 0, 0, 0]	[36, 37, 7, 32, 31, 3]
210459	en	./data/EXIST2024/embeddings/training/clip_image/210459.npz	./data/EXIST2024/embeddings/training/clip_text/210459.npz	./data/EXIST2024/embeddings/training/clip_caption/210459.npz	./data/EXIST2024/embeddings/training/bert_text/210459.npz	./data/EXIST2024/embeddings/training/bert_caption/210459.npz	0	0.0	[0, 0, 0, 1, 1, 1]	[5, 5, 5, 6, 5, 5]	[4, 0, 4, 0, 0, 0]	[36, 37, 7, 32, 31, 3]
210460	en	./data/EXIST2024/embeddings/training/clip_image/210460.npz	./data/EXIST2024/embeddings/training/clip_text/210460.npz	./data/EXIST2024/embeddings/training/clip_caption/210460.npz	./data/EXIST2024/embeddings/training/bert_text/210460.npz	./data/EXIST2024/embeddings/training/bert_caption/210460.npz	1	0.5	[0, 0, 0, 1, 1, 1]	[5, 5, 1, 5, 5, 5]	[4, 0, 0, 4, 4, 0]	[36, 30, 18, 36, 7, 7]
210461	en	./data/EXIST2024/embeddings/training/clip_image/210461.npz	./data/EXIST2024/embeddings/training/clip_text/210461.npz	./data/EXIST2024/embeddings/training/clip_caption/210461.npz	./data/EXIST2024/embeddings/training/bert_text/210461.npz	./data/EXIST2024/embeddings/training/bert_caption/210461.npz	1	0.8333	[0, 0, 0, 1, 1, 1]	[5, 5, 1, 5, 5, 5]	[4, 0, 0, 4, 4, 0]	[36, 30, 18, 36, 7, 7]
210462	en	./data/EXIST2024/embeddings/training/clip_image/210462.npz	./data/EXIST2024/embeddings/training/clip_text/210462.npz	./data/EXIST2024/embeddings/training/clip_caption/210462.npz	./data/EXIST2024/embeddings/training/bert_text/210462.npz	./data/EXIST2024/embeddings/training/bert_caption/210462.npz	1	0.6666	[0, 0, 0, 1, 1, 1]	[5, 5, 1, 5, 5, 5]	[4, 0, 0, 4, 4, 0]	[36, 30, 18, 36, 7, 7]
210463	en	./data/EXIST2024/embeddings/training/clip_image/210463.npz	./data/EXIST2024/embeddings/training/clip_text/210463.npz	./data/EXIST2024/embeddings/training/clip_caption/210463.npz	./data/EXIST2024/embeddings/training/bert_text/210463.npz	./data/EXIST2024/embeddings/training/bert_caption/210463.npz	1	0.6666	[0, 0, 0, 1, 1, 1]	[5, 5, 1, 5, 5, 5]	[4, 0, 0, 4, 4, 0]	[36, 30, 18, 36, 7, 7]
210464	en	./data/EXIST2024/embeddings/training/clip_image/210464.npz	./data/EXIST2024/embeddings/training/clip_text/210464.npz	./data/EXIST2024/embeddings/training/clip_caption/210464.npz	./data/EXIST2024/embeddings/training/bert_text/210464.npz	./data/EXIST2024/embeddings/training/bert_caption/210464.npz	1	0.6666	[0, 0, 0, 1, 1, 1]	[5, 5, 1, 5, 5, 5]	[4, 0, 0, 4, 4, 0]	[36, 30, 18, 36, 7, 7]
210465	en	./data/EXIST2024/embeddings/training/clip_image/210465.npz	./data/EXIST2024/embeddings/training/clip_text/210465.npz	./data/EXIST2024/embeddings/training/clip_caption/210465.npz	./data/EXIST2024/embeddings/training/bert_text/210465.npz	./data/EXIST2024/embeddings/training/bert_caption/210465.npz	1	0.6666	[0, 0, 0, 1, 1, 1]	[5, 5, 1, 5, 5, 5]	[4, 0, 0, 4, 4, 0]	[36, 30, 18, 36, 7, 7]
210466	en	./data/EXIST2024/embeddings/training/clip_image/210466.npz	./data/EXIST2024/embeddings/training/clip_text/210466.npz	./data/EXIST2024/embeddings/training/clip_caption/210466.npz	./data/EXIST2024/embeddings/training/bert_text/210466.npz	./data/EXIST2024/embeddings/training/bert_caption/210466.npz	1	0.5	[0, 0, 0, 1, 1, 1]	[5, 5, 1, 5, 5, 5]	[4, 0, 0, 4, 4, 0]	[36, 30, 18, 36, 7, 7]
210467	en	./data/EXIST2024/embeddings/training/clip_image/210467.npz	./data/EXIST2024/embeddings/training/clip_text/210467.npz	./data/EXIST2024/embeddings/training/clip_caption/210467.npz	./data/EXIST2024/embeddings/training/bert_text/210467.npz	./data/EXIST2024/embeddings/training/bert_caption/210467.npz	1	0.6666	[0, 0, 0, 1, 1, 1]	[5, 5, 1, 5, 5, 5]	[4, 0, 0, 4, 4, 0]	[36, 30, 18, 36, 7, 7]
210468	en	./data/EXIST2024/embeddings/training/clip_image/210468.npz	./data/EXIST2024/embeddings/training/clip_text/210468.npz	./data/EXIST2024/embeddings/training/clip_caption/210468.npz	./data/EXIST2024/embeddings/training/bert_text/210468.npz	./data/EXIST2024/embeddings/training/bert_caption/210468.npz	0	0.3333	[0, 0, 0, 1, 1, 1]	[5, 5, 1, 5, 5, 5]	[4, 0, 0, 4, 4, 0]	[36, 30, 18, 36, 7, 7]
210469	en	./data/EXIST2024/embeddings/training/clip_image/210469.npz	./data/EXIST2024/embeddings/training/clip_text/210469.npz	./data/EXIST2024/embeddings/training/clip_caption/210469.npz	./data/EXIST2024/embeddings/training/bert_text/210469.npz	./data/EXIST2024/embeddings/training/bert_caption/210469.npz	1	0.8333	[0, 0, 0, 1, 1, 1]	[5, 5, 1, 5, 5, 5]	[4, 0, 0, 4, 4, 0]	[36, 30, 18, 36, 7, 7]
210470	en	./data/EXIST2024/embeddings/training/clip_image/210470.npz	./data/EXIST2024/embeddings/training/clip_text/210470.npz	./data/EXIST2024/embeddings/training/clip_caption/210470.npz	./data/EXIST2024/embeddings/training/bert_text/210470.npz	./data/EXIST2024/embeddings/training/bert_caption/210470.npz	1	0.5	[0, 0, 0, 1, 1, 1]	[5, 5, 1, 5, 5, 5]	[4, 0, 0, 4, 4, 0]	[36, 30, 18, 36, 7, 7]
210471	en	./data/EXIST2024/embeddings/training/clip_image/210471.npz	./data/EXIST2024/embeddings/training/clip_text/210471.npz	./data/EXIST2024/embeddings/training/clip_caption/210471.npz	./data/EXIST2024/embeddings/training/bert_text/210471.npz	./data/EXIST2024/embeddings/training/bert_caption/210471.npz	1	0.6666	[0, 0, 0, 1, 1, 1]	[5, 5, 1, 5, 5, 5]	[4, 0, 0, 4, 4, 0]	[36, 30, 18, 36, 7, 7]
210472	en	./data/EXIST2024/embeddings/training/clip_image/210472.npz	./data/EXIST2024/embeddings/training/clip_text/210472.npz	./data/EXIST2024/embeddings/training/clip_caption/210472.npz	./data/EXIST2024/embeddings/training/bert_text/210472.npz	./data/EXIST2024/embeddings/training/bert_caption/210472.npz	1	0.5	[0, 0, 0, 1, 1, 1]	[5, 5, 1, 5, 5, 5]	[4, 0, 0, 4, 4, 0]	[36, 30, 18, 36, 7, 7]
210473	en	./data/EXIST2024/embeddings/training/clip_image/210473.npz	./data/EXIST2024/embeddings/training/clip_text/210473.npz	./data/EXIST2024/embeddings/training/clip_caption/210473.npz	./data/EXIST2024/embeddings/training/bert_text/210473.npz	./data/EXIST2024/embeddings/training/bert_caption/210473.npz	1	0.8333	[0, 0, 0, 1, 1, 1]	[5, 5, 1, 5, 5, 5]	[4, 0, 0, 4, 4, 0]	[36, 30, 18, 36, 7, 7]
210474	en	./data/EXIST2024/embeddings/training/clip_image/210474.npz	./data/EXIST2024/embeddings/training/clip_text/210474.npz	./data/EXIST2024/embeddings/training/clip_caption/210474.npz	./data/EXIST2024/embeddings/training/bert_text/210474.npz	./data/EXIST2024/embeddings/training/bert_caption/210474.npz	1	0.5	[0, 0, 0, 1, 1, 1]	[5, 5, 1, 5, 5, 5]	[4, 0, 0, 4, 4, 0]	[36, 30, 18, 36, 7, 7]
210475	en	./data/EXIST2024/embeddings/training/clip_image/210475.npz	./data/EXIST2024/embeddings/training/clip_text/210475.npz	./data/EXIST2024/embeddings/training/clip_caption/210475.npz	./data/EXIST2024/embeddings/training/bert_text/210475.npz	./data/EXIST2024/embeddings/training/bert_caption/210475.npz	1	0.8333	[0, 0, 0, 1, 1, 1]	[5, 5, 1, 5, 5, 5]	[4, 0, 0, 4, 4, 0]	[36, 30, 18, 36, 7, 7]
210476	en	./data/EXIST2024/embeddings/training/clip_image/210476.npz	./data/EXIST2024/embeddings/training/clip_text/210476.npz	./data/EXIST2024/embeddings/training/clip_caption/210476.npz	./data/EXIST2024/embeddings/training/bert_text/210476.npz	./data/EXIST2024/embeddings/training/bert_caption/210476.npz	1	0.6666	[0, 0, 0, 1, 1, 1]	[5, 5, 1, 5, 5, 5]	[4, 0, 0, 4, 4, 0]	[36, 30, 18, 36, 7, 7]
210477	en	./data/EXIST2024/embeddings/training/clip_image/210477.npz	./data/EXIST2024/embeddings/training/clip_text/210477.npz	./data/EXIST2024/embeddings/training/clip_caption/210477.npz	./data/EXIST2024/embeddings/training/bert_text/210477.npz	./data/EXIST2024/embeddings/training/bert_caption/210477.npz	0	0.3333	[0, 0, 0, 1, 1, 1]	[5, 5, 1, 5, 5, 5]	[4, 0, 0, 4, 4, 0]	[36, 30, 18, 36, 7, 7]
210478	en	./data/EXIST2024/embeddings/training/clip_image/210478.npz	./data/EXIST2024/embeddings/training/clip_text/210478.npz	./data/EXIST2024/embeddings/training/clip_caption/210478.npz	./data/EXIST2024/embeddings/training/bert_text/210478.npz	./data/EXIST2024/embeddings/training/bert_caption/210478.npz	1	0.8333	[0, 0, 0, 1, 1, 1]	[5, 5, 1, 5, 5, 5]	[4, 0, 0, 4, 4, 0]	[36, 30, 18, 36, 7, 7]
210479	en	./data/EXIST2024/embeddings/training/clip_image/210479.npz	./data/EXIST2024/embeddings/training/clip_text/210479.npz	./data/EXIST2024/embeddings/training/clip_caption/210479.npz	./data/EXIST2024/embeddings/training/bert_text/210479.npz	./data/EXIST2024/embeddings/training/bert_caption/210479.npz	1	0.6666	[0, 0, 0, 1, 1, 1]	[5, 5, 1, 5, 5, 5]	[4, 0, 0, 4, 4, 0]	[36, 30, 18, 36, 7, 7]
210480	en	./data/EXIST2024/embeddings/training/clip_image/210480.npz	./data/EXIST2024/embeddings/training/clip_text/210480.npz	./data/EXIST2024/embeddings/training/clip_caption/210480.npz	./data/EXIST2024/embeddings/training/bert_text/210480.npz	./data/EXIST2024/embeddings/training/bert_caption/210480.npz	1	0.6666	[0, 0, 0, 1, 1, 1]	[5, 5, 1, 5, 5, 5]	[4, 0, 0, 4, 4, 0]	[36, 30, 18, 36, 7, 7]
210481	en	./data/EXIST2024/embeddings/training/clip_image/210481.npz	./data/EXIST2024/embeddings/training/clip_text/210481.npz	./data/EXIST2024/embeddings/training/clip_caption/210481.npz	./data/EXIST2024/embeddings/training/bert_text/210481.npz	./data/EXIST2024/embeddings/training/bert_caption/210481.npz	1	1.0	[0, 0, 0, 1, 1, 1]	[5, 5, 1, 5, 5, 5]	[4, 0, 0, 4, 4, 0]	[36, 30, 18, 36, 7, 7]
210482	en	./data/EXIST2024/embeddings/training/clip_image/210482.npz	./data/EXIST2024/embeddings/training/clip_text/210482.npz	./data/EXIST2024/embeddings/training/clip_caption/210482.npz	./data/EXIST2024/embeddings/training/bert_text/210482.npz	./data/EXIST2024/embeddings/training/bert_caption/210482.npz	0	0.1666	[0, 0, 0, 1, 1, 1]	[5, 5, 1, 5, 5, 5]	[4, 0, 0, 4, 4, 0]	[36, 30, 18, 36, 7, 7]
210483	en	./data/EXIST2024/embeddings/training/clip_image/210483.npz	./data/EXIST2024/embeddings/training/clip_text/210483.npz	./data/EXIST2024/embeddings/training/clip_caption/210483.npz	./data/EXIST2024/embeddings/training/bert_text/210483.npz	./data/EXIST2024/embeddings/training/bert_caption/210483.npz	1	0.6666	[0, 0, 0, 1, 1, 1]	[5, 5, 1, 5, 5, 5]	[4, 0, 0, 4, 4, 0]	[36, 30, 18, 36, 7, 7]
210484	en	./data/EXIST2024/embeddings/training/clip_image/210484.npz	./data/EXIST2024/embeddings/training/clip_text/210484.npz	./data/EXIST2024/embeddings/training/clip_caption/210484.npz	./data/EXIST2024/embeddings/training/bert_text/210484.npz	./data/EXIST2024/embeddings/training/bert_caption/210484.npz	0	0.1666	[0, 0, 0, 1, 1, 1]	[5, 5, 1, 5, 5, 5]	[4, 0, 0, 4, 4, 0]	[36, 30, 18, 36, 7, 7]
210485	en	./data/EXIST2024/embeddings/training/clip_image/210485.npz	./data/EXIST2024/embeddings/training/clip_text/210485.npz	./data/EXIST2024/embeddings/training/clip_caption/210485.npz	./data/EXIST2024/embeddings/training/bert_text/210485.npz	./data/EXIST2024/embeddings/training/bert_caption/210485.npz	1	1.0	[0, 0, 0, 1, 1, 1]	[5, 5, 1, 5, 5, 5]	[4, 0, 0, 4, 4, 0]	[36, 30, 18, 36, 7, 7]
210486	en	./data/EXIST2024/embeddings/training/clip_image/210486.npz	./data/EXIST2024/embeddings/training/clip_text/210486.npz	./data/EXIST2024/embeddings/training/clip_caption/210486.npz	./data/EXIST2024/embeddings/training/bert_text/210486.npz	./data/EXIST2024/embeddings/training/bert_caption/210486.npz	1	0.6666	[0, 0, 0, 1, 1, 1]	[5, 5, 1, 5, 5, 5]	[4, 0, 0, 4, 4, 0]	[36, 30, 18, 36, 7, 7]
210487	en	./data/EXIST2024/embeddings/training/clip_image/210487.npz	./data/EXIST2024/embeddings/training/clip_text/210487.npz	./data/EXIST2024/embeddings/training/clip_caption/210487.npz	./data/EXIST2024/embeddings/training/bert_text/210487.npz	./data/EXIST2024/embeddings/training/bert_caption/210487.npz	0	0.1666	[0, 0, 0, 1, 1, 1]	[1, 6, 5, 5, 0, 5]	[4, 0, 0, 4, 0, 4]	[24, 32, 7, 52, 37, 39]
210488	en	./data/EXIST2024/embeddings/training/clip_image/210488.npz	./data/EXIST2024/embeddings/training/clip_text/210488.npz	./data/EXIST2024/embeddings/training/clip_caption/210488.npz	./data/EXIST2024/embeddings/training/bert_text/210488.npz	./data/EXIST2024/embeddings/training/bert_caption/210488.npz	1	1.0	[0, 0, 0, 1, 1, 1]	[1, 6, 5, 5, 0, 5]	[4, 0, 0, 4, 0, 4]	[24, 32, 7, 52, 37, 39]
210489	en	./data/EXIST2024/embeddings/training/clip_image/210489.npz	./data/EXIST2024/embeddings/training/clip_text/210489.npz	./data/EXIST2024/embeddings/training/clip_caption/210489.npz	./data/EXIST2024/embeddings/training/bert_text/210489.npz	./data/EXIST2024/embeddings/training/bert_caption/210489.npz	1	0.8333	[0, 0, 0, 1, 1, 1]	[1, 6, 5, 5, 0, 5]	[4, 0, 0, 4, 0, 4]	[24, 32, 7, 52, 37, 39]
210490	en	./data/EXIST2024/embeddings/training/clip_image/210490.npz	./data/EXIST2024/embeddings/training/clip_text/210490.npz	./data/EXIST2024/embeddings/training/clip_caption/210490.npz	./data/EXIST2024/embeddings/training/bert_text/210490.npz	./data/EXIST2024/embeddings/training/bert_caption/210490.npz	0	0.3333	[0, 0, 0, 1, 1, 1]	[1, 6, 5, 5, 0, 5]	[4, 0, 0, 4, 0, 4]	[24, 32, 7, 52, 37, 39]
210491	en	./data/EXIST2024/embeddings/training/clip_image/210491.npz	./data/EXIST2024/embeddings/training/clip_text/210491.npz	./data/EXIST2024/embeddings/training/clip_caption/210491.npz	./data/EXIST2024/embeddings/training/bert_text/210491.npz	./data/EXIST2024/embeddings/training/bert_caption/210491.npz	1	1.0	[0, 0, 0, 1, 1, 1]	[1, 6, 5, 5, 0, 5]	[4, 0, 0, 4, 0, 4]	[24, 32, 7, 52, 37, 39]
210492	en	./data/EXIST2024/embeddings/training/clip_image/210492.npz	./data/EXIST2024/embeddings/training/clip_text/210492.npz	./data/EXIST2024/embeddings/training/clip_caption/210492.npz	./data/EXIST2024/embeddings/training/bert_text/210492.npz	./data/EXIST2024/embeddings/training/bert_caption/210492.npz	1	0.5	[0, 0, 0, 1, 1, 1]	[1, 6, 5, 5, 0, 5]	[4, 0, 0, 4, 0, 4]	[24, 32, 7, 52, 37, 39]
210493	en	./data/EXIST2024/embeddings/training/clip_image/210493.npz	./data/EXIST2024/embeddings/training/clip_text/210493.npz	./data/EXIST2024/embeddings/training/clip_caption/210493.npz	./data/EXIST2024/embeddings/training/bert_text/210493.npz	./data/EXIST2024/embeddings/training/bert_caption/210493.npz	1	0.8333	[0, 0, 0, 1, 1, 1]	[1, 6, 5, 5, 0, 5]	[4, 0, 0, 4, 0, 4]	[24, 32, 7, 52, 37, 39]
210494	en	./data/EXIST2024/embeddings/training/clip_image/210494.npz	./data/EXIST2024/embeddings/training/clip_text/210494.npz	./data/EXIST2024/embeddings/training/clip_caption/210494.npz	./data/EXIST2024/embeddings/training/bert_text/210494.npz	./data/EXIST2024/embeddings/training/bert_caption/210494.npz	1	0.5	[0, 0, 0, 1, 1, 1]	[1, 6, 5, 5, 0, 5]	[4, 0, 0, 4, 0, 4]	[24, 32, 7, 52, 37, 39]
210495	en	./data/EXIST2024/embeddings/training/clip_image/210495.npz	./data/EXIST2024/embeddings/training/clip_text/210495.npz	./data/EXIST2024/embeddings/training/clip_caption/210495.npz	./data/EXIST2024/embeddings/training/bert_text/210495.npz	./data/EXIST2024/embeddings/training/bert_caption/210495.npz	1	0.6666	[0, 0, 0, 1, 1, 1]	[1, 6, 5, 5, 0, 5]	[4, 0, 0, 4, 0, 4]	[24, 32, 7, 52, 37, 39]
210496	en	./data/EXIST2024/embeddings/training/clip_image/210496.npz	./data/EXIST2024/embeddings/training/clip_text/210496.npz	./data/EXIST2024/embeddings/training/clip_caption/210496.npz	./data/EXIST2024/embeddings/training/bert_text/210496.npz	./data/EXIST2024/embeddings/training/bert_caption/210496.npz	1	0.5	[0, 0, 0, 1, 1, 1]	[1, 6, 5, 5, 0, 5]	[4, 0, 0, 4, 0, 4]	[24, 32, 7, 52, 37, 39]
210497	en	./data/EXIST2024/embeddings/training/clip_image/210497.npz	./data/EXIST2024/embeddings/training/clip_text/210497.npz	./data/EXIST2024/embeddings/training/clip_caption/210497.npz	./data/EXIST2024/embeddings/training/bert_text/210497.npz	./data/EXIST2024/embeddings/training/bert_caption/210497.npz	1	0.8333	[0, 0, 0, 1, 1, 1]	[1, 6, 5, 5, 0, 5]	[4, 0, 0, 4, 0, 4]	[24, 32, 7, 52, 37, 39]
210498	en	./data/EXIST2024/embeddings/training/clip_image/210498.npz	./data/EXIST2024/embeddings/training/clip_text/210498.npz	./data/EXIST2024/embeddings/training/clip_caption/210498.npz	./data/EXIST2024/embeddings/training/bert_text/210498.npz	./data/EXIST2024/embeddings/training/bert_caption/210498.npz	1	1.0	[0, 0, 0, 1, 1, 1]	[1, 6, 5, 5, 0, 5]	[4, 0, 0, 4, 0, 4]	[24, 32, 7, 52, 37, 39]
210499	en	./data/EXIST2024/embeddings/training/clip_image/210499.npz	./data/EXIST2024/embeddings/training/clip_text/210499.npz	./data/EXIST2024/embeddings/training/clip_caption/210499.npz	./data/EXIST2024/embeddings/training/bert_text/210499.npz	./data/EXIST2024/embeddings/training/bert_caption/210499.npz	1	0.8333	[0, 0, 0, 1, 1, 1]	[1, 6, 5, 5, 0, 5]	[4, 0, 0, 4, 0, 4]	[24, 32, 7, 52, 37, 39]
210500	en	./data/EXIST2024/embeddings/training/clip_image/210500.npz	./data/EXIST2024/embeddings/training/clip_text/210500.npz	./data/EXIST2024/embeddings/training/clip_caption/210500.npz	./data/EXIST2024/embeddings/training/bert_text/210500.npz	./data/EXIST2024/embeddings/training/bert_caption/210500.npz	1	0.8333	[0, 0, 0, 1, 1, 1]	[1, 6, 5, 5, 0, 5]	[4, 0, 0, 4, 0, 4]	[24, 32, 7, 52, 37, 39]
210501	en	./data/EXIST2024/embeddings/training/clip_image/210501.npz	./data/EXIST2024/embeddings/training/clip_text/210501.npz	./data/EXIST2024/embeddings/training/clip_caption/210501.npz	./data/EXIST2024/embeddings/training/bert_text/210501.npz	./data/EXIST2024/embeddings/training/bert_caption/210501.npz	1	0.6666	[0, 0, 0, 1, 1, 1]	[1, 6, 5, 5, 0, 5]	[4, 0, 0, 4, 0, 4]	[24, 32, 7, 52, 37, 39]
